,train_mean_loss,train_mean_accuracy,val_mean_loss,val_mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/lr,config/momentum,config/classifier_dropout,config/weight_decay,config/clip_value,config/lr_scheduler_gamma,config/nesterov,logdir
0,0.267393192547388,0.90625,1.4165081521496177,0.6041666666666666,1724297354,,True,5,55099b67,2024-08-21_23-29-14,38.74450469017029,193.77886581420898,17309,DESKTOP-GF0BL1G,172.18.58.174,193.77886581420898,5,0.015187075413557401,0.31841135428291667,0.392884161703762,0.006179553314241644,4,0.6606451771107066,True,55099b67
1,2.14754120578732,0.5677083333333334,4.626735323903802,0.5625,1724297397,,True,1,1384d666,2024-08-21_23-29-57,40.015785932540894,40.015785932540894,18968,DESKTOP-GF0BL1G,172.18.58.174,40.015785932540894,1,0.03895699888847675,0.3454404073240308,0.3807452032362036,0.004218723504399231,5,0.992333717297909,False,1384d666
2,0.7283958587795496,0.5989583333333334,0.9554638285189867,0.4583333333333333,1724297594,,True,5,a512357f,2024-08-21_23-33-14,38.243552923202515,193.64794445037842,19415,DESKTOP-GF0BL1G,172.18.58.174,193.64794445037842,5,0.06058415734283815,0.7860836855215089,0.34834611977677105,0.005381055927769164,1,0.9049868117566584,False,a512357f
3,0.3961861057068745,0.8645833333333334,0.8239719261182472,0.6875,1724297793,,True,5,2a32196f,2024-08-21_23-36-33,38.25162076950073,196.17300987243652,20987,DESKTOP-GF0BL1G,172.18.58.174,196.17300987243652,5,0.014580520216596055,0.5957070136247106,0.6242878877390048,4.978971973541017e-05,1,0.9569534259556998,False,2a32196f
4,1.0805266595561989,0.5364583333333334,0.7291418993845582,0.625,1724297836,,True,1,84b8dc0a,2024-08-21_23-37-16,39.660520792007446,39.660520792007446,22575,DESKTOP-GF0BL1G,172.18.58.174,39.660520792007446,1,0.015378481475486063,0.8110496949547782,0.6293700679309843,5.253877517038479e-05,1,0.9314123669299342,False,84b8dc0a
5,0.5169810411753133,0.7552083333333334,0.9262476405128837,0.625,1724297956,,True,3,ff429038,2024-08-21_23-39-16,38.251978158950806,116.98944449424744,23022,DESKTOP-GF0BL1G,172.18.58.174,116.98944449424744,3,0.007863846279489092,0.6365562990481983,0.3511865270498974,8.704895825754312e-06,1,0.9057698227781834,True,ff429038
6,0.9000400509685278,0.4895833333333333,0.7307099141180515,0.4791666666666667,1724298154,,True,5,b8350450,2024-08-21_23-42-34,38.39702534675598,195.0512776374817,24018,DESKTOP-GF0BL1G,172.18.58.174,195.0512776374817,5,0.00015553072260237564,0.29526059645838243,0.6615225816777855,0.00045112357370427744,1,0.8568380398200635,False,b8350450
7,2.230093112328177,0.5364583333333334,1.5851568412035704,0.4583333333333333,1724298196,,True,1,c752046a,2024-08-21_23-43-16,39.317036867141724,39.317036867141724,25719,DESKTOP-GF0BL1G,172.18.58.174,39.317036867141724,1,0.06097049549663226,0.5546931726068591,0.515967217614832,0.0001916731034659801,2,0.8734056991497055,False,c752046a
8,0.753631544765085,0.6197916666666666,0.6345822997391224,0.6041666666666666,1724298390,,True,5,3090d005,2024-08-21_23-46-30,37.91310214996338,191.27281045913696,26163,DESKTOP-GF0BL1G,172.18.58.174,191.27281045913696,5,0.12038846955876238,0.6998055683150886,0.34277326093514343,1.5381705440270509e-06,2,0.5633795310778689,True,3090d005
9,3.9334327332202577,0.5520833333333334,1.542618348961696,0.5416666666666666,1724298431,,True,1,ebb6145a,2024-08-21_23-47-11,38.31506586074829,38.31506586074829,28052,DESKTOP-GF0BL1G,172.18.58.174,38.31506586074829,1,0.13310803435209975,0.27289057122484495,0.37837129443135575,4.332535566447244e-06,4,0.5865372787894715,True,ebb6145a
