,train_mean_loss,train_accuracy,train_f1_score,val_mean_loss,val_accuracy,val_f1_score,val_confusion_matrix,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/max_seconds_length,config/dropout,config/coraa_filter_func,config/learning_rate,config/model_architecture,logdir
0,0.6951662434471978,0.5330882352941176,0.072992700729927,0.7009973327318827,0.43956043956043955,0.0,"[[40, 0], [51, 0]]",1725542927,,True,30,26aff595,2024-09-05_09-28-47,1.1874537467956543,33.19922947883606,474514,DESKTOP-GF0BL1G,172.18.58.174,33.19922947883606,30,11,0.7011098472145258,filter0,0.0196239648936463,CnnMFCC,26aff595
1,3.889641080583845,0.45727482678983833,0.5031712473572939,0.691892945766449,0.4861111111111111,0.6542056074766355,"[[0, 74], [0, 70]]",1725542952,,True,15,265308cf,2024-09-05_09-29-12,1.7247796058654785,21.749569416046143,474964,DESKTOP-GF0BL1G,172.18.58.174,21.749569416046143,15,7,0.9150808276841443,filter2,6.735179993263555e-05,CnnSpectrogram,265308cf
2,0.29781268672509625,0.8579710144927536,0.848297213622291,1.3265650868415833,0.5217391304347826,0.5258620689655172,"[[59, 53], [57, 61]]",1725543052,,True,30,671a3d97,2024-09-05_09-30-52,3.4572315216064453,96.5832166671753,475276,DESKTOP-GF0BL1G,172.18.58.174,96.5832166671753,30,19,0.30478220730714756,filter1,0.0033688853405452065,CnnSpectrogram_v2,671a3d97
3,1.0254630829606737,0.5196304849884527,0.45549738219895286,0.7379329085350037,0.4930555555555556,0.0759493670886076,"[[68, 6], [67, 3]]",1725543060,,True,5,80480a1f,2024-09-05_09-31-00,0.860353946685791,5.222291946411133,476025,DESKTOP-GF0BL1G,172.18.58.174,5.222291946411133,5,3,0.4577006814854615,filter2,1.0319636259498742e-05,CnnSpectrogram,80480a1f
4,0.9197070896625519,0.47575057736720555,0.4282115869017632,0.716561758518219,0.5208333333333334,0.3300970873786408,"[[58, 16], [53, 17]]",1725543069,,True,5,138b08bf,2024-09-05_09-31-09,1.0710735321044922,6.175088405609131,476288,DESKTOP-GF0BL1G,172.18.58.174,6.175088405609131,5,5,0.3126393581074531,filter2,1.634561287620138e-05,CnnSpectrogram,138b08bf
5,0.7360468043221368,0.5772058823529411,0.5418326693227091,0.7281241218249003,0.4945054945054945,0.41025641025641024,"[[29, 11], [35, 16]]",1725543089,,True,15,2d1f65b7,2024-09-05_09-31-29,1.1491477489471436,15.623148441314697,476553,DESKTOP-GF0BL1G,172.18.58.174,15.623148441314697,15,13,0.5665334897977646,filter0,9.79200394520511e-05,CnnSpectrogram_v2,2d1f65b7
6,5.315715517316546,0.4942263279445728,0.5503080082135524,0.6927560448646546,0.4861111111111111,0.6542056074766355,"[[0, 74], [0, 70]]",1725543099,,True,5,5929704a,2024-09-05_09-31-39,1.3360824584960938,7.461649656295776,476845,DESKTOP-GF0BL1G,172.18.58.174,7.461649656295776,5,8,0.944983690271198,filter2,2.1625304292442616e-06,CnnMFCC,5929704a
7,0.4601362415335395,0.7579710144927536,0.7631205673758865,0.8151484727859497,0.5391304347826087,0.5891472868217055,"[[48, 68], [38, 76]]",1725543182,,True,30,9683e056,2024-09-05_09-33-02,2.7820563316345215,78.43130493164062,477140,DESKTOP-GF0BL1G,172.18.58.174,78.43130493164062,30,12,0.3464014295485187,filter1,0.0006862884317291137,CnnSpectrogram_v2,9683e056
8,0.8879829777611626,0.5367647058823529,0.6181818181818182,0.7027117609977722,0.5054945054945055,0.6715328467153284,"[[0, 44], [1, 46]]",1725543190,,True,5,1ddf3233,2024-09-05_09-33-10,0.8973498344421387,5.210028171539307,477778,DESKTOP-GF0BL1G,172.18.58.174,5.210028171539307,5,12,0.3533502981368474,filter0,3.051358715863032e-07,CnnMFCC,1ddf3233
9,1.215970741076903,0.48405797101449277,0.5163043478260869,0.6909933537244797,0.5260869565217391,0.6228373702422145,"[[31, 84], [25, 90]]",1725543206,,True,5,b752c4c7,2024-09-05_09-33-26,2.7695841789245605,12.39215898513794,478016,DESKTOP-GF0BL1G,172.18.58.174,12.39215898513794,5,8,0.802399096059835,filter1,1.0926838583770867e-07,CnnSpectrogram_v2,b752c4c7
10,0.6251610385047065,0.6617647058823529,0.6349206349206349,0.7396937807401022,0.5494505494505495,0.5393258426966292,"[[26, 17], [24, 24]]",1725543243,,True,30,729dac7c,2024-09-05_09-34-03,1.027916669845581,33.21838307380676,478313,DESKTOP-GF0BL1G,172.18.58.174,33.21838307380676,30,13,0.20610647864639758,filter0,0.00018331920931514915,CnnSpectrogram,729dac7c
11,0.6901247040791945,0.5130434782608696,0.6074766355140186,0.6801867932081223,0.4956521739130435,0.5972222222222222,"[[28, 94], [22, 86]]",1725543263,,True,5,ae8827fa,2024-09-05_09-34-23,3.5742385387420654,16.563164234161377,478718,DESKTOP-GF0BL1G,172.18.58.174,16.563164234161377,5,19,0.10359705741347647,filter1,0.04068934472938512,CnnMFCC_v2,ae8827fa
12,0.032055619257417595,0.9942028985507246,0.9942857142857143,3.189425975084305,0.4826086956521739,0.5142857142857142,"[[48, 64], [55, 63]]",1725543369,,True,30,3e7b32bc,2024-09-05_09-36-09,3.5677297115325928,103.06527948379517,479049,DESKTOP-GF0BL1G,172.18.58.174,103.06527948379517,30,19,0.10352615869616799,filter1,0.003837782275057713,CnnSpectrogram_v2,3e7b32bc
