,train_mean_loss,train_accuracy,train_f1_score,val_mean_loss,val_accuracy,val_f1_score,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/max_seconds_length,config/dropout,config/learning_rate,config/weight_decay,config/model_architecture,logdir
0,0.7110759615898132,0.5714285714285714,0.5945945945945946,0.6915194988250732,0.4583333333333333,0.23529411764705882,1731594257,,True,30,2bba44d8,2024-11-14_10-24-17,0.21700572967529297,9.439482927322388,28185,DESKTOP-VFVE8BF,172.18.55.40,9.439482927322388,30,5,0.45881109901600925,0.0006273361858095622,0.005746881518620935,CnnSpectrogram,2bba44d8
1,0.825891375541687,0.44285714285714284,0.48,0.7079015374183655,0.5,0.6666666666666666,1731594269,,True,30,4f114ae4,2024-11-14_10-24-29,0.24591946601867676,8.394707202911377,28453,DESKTOP-VFVE8BF,172.18.55.40,8.394707202911377,30,11,0.2559073114433724,0.0017818154043709145,3.965355645305186e-05,CnnMFCC,4f114ae4
2,0.9187536239624023,0.4714285714285714,0.4307692307692308,0.7085971236228943,0.4583333333333333,0.6060606060606061,1731594276,,True,10,4dd67b1d,2024-11-14_10-24-36,0.2212357521057129,3.2178640365600586,28648,DESKTOP-VFVE8BF,172.18.55.40,3.2178640365600586,10,9,0.3182832622716204,7.480098713183937e-05,0.001166187373209145,CnnMFCC_v2,4dd67b1d
3,0.9345715045928955,0.42857142857142855,0.5,0.6913719773292542,0.5,0.0,1731594283,,True,10,82a0d105,2024-11-14_10-24-43,0.2709228992462158,3.6896321773529053,28821,DESKTOP-VFVE8BF,172.18.55.40,3.6896321773529053,10,19,0.30911888315723834,1.518587483018012e-05,0.0035081597503690493,CnnMFCC,82a0d105
4,1.3857742547988892,0.5142857142857142,0.6792452830188679,1.4032858610153198,0.5,0.6666666666666666,1731594291,,True,10,77178281,2024-11-14_10-24-51,0.2811729907989502,4.069305658340454,29001,DESKTOP-VFVE8BF,172.18.55.40,4.069305658340454,10,19,0.17753135112138582,0.003765483311511881,0.0097571733050822,CnnMFCC,77178281
5,0.8478917479515076,0.5285714285714286,0.47619047619047616,0.7767884135246277,0.5416666666666666,0.15384615384615385,1731594304,,True,30,196bcf26,2024-11-14_10-25-04,0.3261699676513672,9.467005252838135,29176,DESKTOP-VFVE8BF,172.18.55.40,9.467005252838135,30,18,0.32815973412075794,0.007174959455478613,7.521279305168725e-05,CnnMFCC_v2,196bcf26
6,0.7255375385284424,0.5571428571428572,0.6593406593406593,0.7072810530662537,0.5,0.6666666666666666,1731594316,,True,30,7b198af9,2024-11-14_10-25-16,0.2856638431549072,7.895714998245239,29375,DESKTOP-VFVE8BF,172.18.55.40,7.895714998245239,30,9,0.20040473685100083,0.003466514689952752,0.0019917832816646027,CnnMFCC,7b198af9
7,0.7127975821495056,0.5,0.5454545454545454,0.7042564749717712,0.5,0.6666666666666666,1731594330,,True,30,b3edd907,2024-11-14_10-25-30,0.2842288017272949,8.836446762084961,29569,DESKTOP-VFVE8BF,172.18.55.40,8.836446762084961,30,15,0.19298813687499083,0.004820707099681058,0.00022408894411529777,CnnMFCC_v2,b3edd907
8,0.7225411534309387,0.4714285714285714,0.463768115942029,0.7014005780220032,0.5416666666666666,0.6857142857142857,1731594341,,True,30,f0154399,2024-11-14_10-25-41,0.21178746223449707,7.741483449935913,29760,DESKTOP-VFVE8BF,172.18.55.40,7.741483449935913,30,9,0.10730898383137984,8.065792381295561e-05,2.638155786177101e-05,CnnMFCC_v2,f0154399
9,1.0713213682174683,0.4714285714285714,0.5066666666666667,0.6975956559181213,0.5,0.0,1731594348,,True,10,c279f2c0,2024-11-14_10-25-48,0.2551581859588623,3.5285890102386475,29950,DESKTOP-VFVE8BF,172.18.55.40,3.5285890102386475,10,12,0.4911305834153783,0.0010530080882559171,0.0006254667470969866,CnnMFCC_v2,c279f2c0
10,0.7719322443008423,0.5285714285714286,0.5352112676056338,0.6919841170310974,0.4583333333333333,0.6285714285714286,1731594360,,True,30,94cd6e99,2024-11-14_10-26-00,0.21910476684570312,8.737041711807251,30124,DESKTOP-VFVE8BF,172.18.55.40,8.737041711807251,30,5,0.3640848569156879,0.00018905302954561003,0.001447809839616626,CnnMFCC,94cd6e99
11,0.9186093211174011,0.45714285714285713,0.5,0.6730576157569885,0.4583333333333333,0.23529411764705882,1731594370,,True,30,0a73a8e3,2024-11-14_10-26-10,0.2673518657684326,6.716180801391602,30311,DESKTOP-VFVE8BF,172.18.55.40,6.716180801391602,30,3,0.4942469379007788,0.0004068139562392332,0.007874479460627653,CnnSpectrogram,0a73a8e3
12,0.6619351506233215,0.6,0.6410256410256411,0.6957351565361023,0.375,0.2857142857142857,1731594380,,True,30,95a85844,2024-11-14_10-26-20,0.1730492115020752,6.672528505325317,30498,DESKTOP-VFVE8BF,172.18.55.40,6.672528505325317,30,3,0.46158560762009215,0.0006223321517975138,0.0002014047597005426,CnnSpectrogram,95a85844
13,0.7844600081443787,0.5,0.5454545454545454,0.6863868832588196,0.5,0.14285714285714285,1731594394,,True,30,2c8b4265,2024-11-14_10-26-34,0.2820761203765869,10.08894419670105,30692,DESKTOP-VFVE8BF,172.18.55.40,10.08894419670105,30,14,0.4038730722724323,0.0006737017140865014,0.0002035140134856039,CnnSpectrogram,2c8b4265
14,0.9221266508102417,0.5,0.5070422535211268,0.6864939332008362,0.4583333333333333,0.13333333333333333,1731594401,,True,10,6bd97996,2024-11-14_10-26-41,0.21462273597717285,3.1560556888580322,30885,DESKTOP-VFVE8BF,172.18.55.40,3.1560556888580322,10,5,0.42770147498093636,0.0006280016750973713,0.00018937567975809485,CnnSpectrogram,6bd97996
15,0.8397960662841797,0.5142857142857142,0.5277777777777778,0.6776843070983887,0.4583333333333333,0.13333333333333333,1731594411,,True,30,9596e221,2024-11-14_10-26-51,0.18412017822265625,6.986383438110352,31059,DESKTOP-VFVE8BF,172.18.55.40,6.986383438110352,30,5,0.42078014209971326,0.00017100693992181545,9.361849012586799e-05,CnnSpectrogram,9596e221
16,0.7709025740623474,0.5857142857142857,0.5915492957746479,0.6738882660865784,0.4583333333333333,0.3157894736842105,1731594422,,True,30,ee2f8eb1,2024-11-14_10-27-02,0.21096539497375488,8.073261260986328,31244,DESKTOP-VFVE8BF,172.18.55.40,8.073261260986328,30,3,0.42963078046597286,0.0001761540420670649,0.00011132618327566136,CnnSpectrogram,ee2f8eb1
17,0.6591495275497437,0.5714285714285714,0.6153846153846154,0.690478503704071,0.4166666666666667,0.3,1731594432,,True,30,176d8ba7,2024-11-14_10-27-12,0.18511414527893066,6.732635974884033,31433,DESKTOP-VFVE8BF,172.18.55.40,6.732635974884033,30,3,0.45841787113526694,0.0013217154055826035,1.0503233035114527e-05,CnnSpectrogram,176d8ba7
18,0.9100135564804077,0.4857142857142857,0.47058823529411764,0.6959472298622131,0.5,0.14285714285714285,1731594438,,True,10,00a89d47,2024-11-14_10-27-18,0.22126054763793945,3.1087355613708496,31614,DESKTOP-VFVE8BF,172.18.55.40,3.1087355613708496,10,7,0.46487863310180844,0.001619046818517103,1.2296591160274372e-05,CnnSpectrogram,00a89d47
19,0.6662325859069824,0.6142857142857143,0.5714285714285714,0.6693263053894043,0.5833333333333334,0.2857142857142857,1731594448,,True,30,3991758b,2024-11-14_10-27-28,0.2154369354248047,7.137070417404175,31804,DESKTOP-VFVE8BF,172.18.55.40,7.137070417404175,30,7,0.3833181424192099,0.0016552350702854798,1.1727910412252852e-05,CnnSpectrogram,3991758b
20,0.9683188199996948,0.5142857142857142,0.5853658536585366,0.7319457530975342,0.5,0.45454545454545453,1731594460,,True,30,d073b3db,2024-11-14_10-27-40,0.20577645301818848,8.523690223693848,31991,DESKTOP-VFVE8BF,172.18.55.40,8.523690223693848,30,7,0.3694752209174076,1.285417093569419e-05,1.0651791791608355e-05,CnnSpectrogram,d073b3db
21,0.9734152555465698,0.4714285714285714,0.6262626262626263,0.701924741268158,0.5,0.6666666666666666,1731594466,,True,10,feb067d8,2024-11-14_10-27-46,0.18429970741271973,2.9205665588378906,32193,DESKTOP-VFVE8BF,172.18.55.40,2.9205665588378906,10,3,0.3588374602572756,3.877066586110222e-05,0.0005277774572483629,CnnSpectrogram,feb067d8
22,0.6172962784767151,0.5857142857142857,0.5671641791044776,0.6718850135803223,0.4583333333333333,0.3157894736842105,1731594476,,True,30,29e333be,2024-11-14_10-27-56,0.20215272903442383,6.791760444641113,32370,DESKTOP-VFVE8BF,172.18.55.40,6.791760444641113,30,3,0.36360729633631966,0.0017199177571039807,2.0895616801206792e-05,CnnSpectrogram,29e333be
23,0.809421718120575,0.5142857142857142,0.5142857142857142,0.6792964339256287,0.4583333333333333,0.23529411764705882,1731594483,,True,10,5582d003,2024-11-14_10-28-03,0.20618438720703125,3.1075003147125244,32563,DESKTOP-VFVE8BF,172.18.55.40,3.1075003147125244,10,7,0.4028668574583271,0.0017336400990720108,3.478131966880599e-05,CnnSpectrogram,5582d003
24,0.8288382887840271,0.5142857142857142,0.46875,0.7066981196403503,0.5,0.25,1731594490,,True,10,2a6530a9,2024-11-14_10-28-10,0.2027885913848877,4.336967706680298,32737,DESKTOP-VFVE8BF,172.18.55.40,4.336967706680298,10,4,0.45942926027538944,0.0025278230914430144,2.6316418528829778e-05,CnnSpectrogram,2a6530a9
25,0.6936502456665039,0.5428571428571428,0.5,0.7680994868278503,0.4583333333333333,0.43478260869565216,1731594500,,True,30,0eafd574,2024-11-14_10-28-20,0.28479957580566406,6.629518032073975,32910,DESKTOP-VFVE8BF,172.18.55.40,6.629518032073975,30,4,0.2614801936686065,0.0003042328926081244,2.0305969864126537e-05,CnnSpectrogram,0eafd574
26,0.33223074674606323,0.8714285714285714,0.8767123287671232,0.6485344767570496,0.5833333333333334,0.5454545454545454,1731594511,,True,30,a73f38f1,2024-11-14_10-28-31,0.1867353916168213,6.884046316146851,33097,DESKTOP-VFVE8BF,172.18.55.40,6.884046316146851,30,4,0.26326234548901944,0.007953970466878586,1.938126170723153e-05,CnnSpectrogram,a73f38f1
27,0.4662231504917145,0.7428571428571429,0.7096774193548387,0.8244879245758057,0.375,0.0,1731594523,,True,30,00cf2eda,2024-11-14_10-28-43,0.21871709823608398,8.513190984725952,33284,DESKTOP-VFVE8BF,172.18.55.40,8.513190984725952,30,6,0.27673625952430386,0.008608457831940806,5.658953063791324e-05,CnnSpectrogram,00cf2eda
28,0.37075355648994446,0.8714285714285714,0.8615384615384616,0.6948222517967224,0.5416666666666666,0.26666666666666666,1731594534,,True,30,f6acaf32,2024-11-14_10-28-54,0.2289869785308838,7.040906667709351,33471,DESKTOP-VFVE8BF,172.18.55.40,7.040906667709351,30,6,0.26662416604956857,0.007854521776404333,5.401488436798265e-05,CnnSpectrogram,f6acaf32
